iteration,response,type
11,"기업은 '전문성', '성과', '사회공헌'을 중시하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'에 대한 관심도도 적절합니다. 특히, 피검사자는 '혁신'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 큽니다. 다만, '전문성'에 대한 피검사자의 관심이 기업의 기대보다 낮아 약간의 우려가 있을 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
12,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 수 있습니다. 그러나 '전문성'에 대한 피검사자의 관심이 기업의 기대에 비해 낮아 우려가 될 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
13,"기업은 '전문성', '성과', '사회공헌'에 중점을 두고 있으며, 피검사자는 '혁신', '사회공헌', '창조'에 높은 관심을 보입니다. 피검사자는 '사회공헌'에서 기업과 비슷한 관심을 가지고 있어 긍정적입니다. 또한, '혁신'과 '창조'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 수 있는 가능성을 보여줍니다. 그러나 '전문성'에 대한 피검사자의 관심이 기업의 기대보다 낮아 약간의 우려가 있을 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
14,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 관심을 보입니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 가능성을 보여줍니다. 그러나 '전문성'에 대한 관심이 상대적으로 낮아 이 부분에서의 적응이 필요할 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
15,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 수 있습니다. 그러나 '전문성'에 대한 관심이 상대적으로 낮아 우려가 있을 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
16,"기업은 '전문성', '성과', '사회공헌'을 중요시하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'에 대한 관심도 적당합니다. 그러나 '전문성'에 대한 관심이 기업보다 낮아 우려가 있을 수 있습니다. 반면, 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
17,"기업은 '전문성', '성과', '사회공헌'을 중요하게 여기며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'와 '전문성'에 대한 관심은 기업보다 낮습니다. 특히 '전문성'에 대한 관심이 낮아 우려가 될 수 있습니다. 그러나 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 있습니다. 피검사자와 기업간 비전 fit은 보통입니다.",vision
18,"기업은 '전문성', '성과', '사회공헌'을 중시하며, 피검사자는 '창조', '열정', '혁신'에 높은 관심을 보입니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'에 대한 관심도도 적절합니다. 그러나 '전문성'에 대한 관심이 다소 낮아 우려가 있을 수 있습니다. 반면, 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 큽니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
19,"기업은 '전문성', '성과', '사회공헌'을 중요하게 여기며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'에 대한 관심도 적당한 수준입니다. 그러나 '전문성'에 대한 관심이 기업보다 낮아 이 부분에서의 적응이 필요할 수 있습니다. 반면, 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 큽니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
20,"기업은 '전문성', '성과', '사회공헌'을 중요하게 여기며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'에 대한 관심도 적당한 수준입니다. 그러나 '전문성'에 대한 관심이 기업보다 낮아 우려가 있을 수 있습니다. 반면, 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 큽니다. 피검사자와 기업간 비전 fit은 보통입니다.",vision
21,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'에 대한 관심도 적당히 일치합니다. 특히, 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 큽니다. 다만, '전문성'에 대한 피검사자의 관심이 기업의 기대보다 낮아 우려가 있을 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
22,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 수 있습니다. 그러나 '전문성'에 대한 피검사자의 관심이 기업의 기대에 비해 낮은 점은 주의가 필요합니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
23,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'과 '창조'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 가능성을 보여줍니다. 그러나 '전문성'에 대한 피검사자의 관심이 기업의 기대에 비해 낮은 점은 주의가 필요합니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
24,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 관심을 보입니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 가능성을 보여줍니다. 그러나 '전문성'에 대한 피검사자의 관심이 기업에 비해 낮은 점은 약간의 우려가 있을 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
25,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 가능성을 보여줍니다. 그러나 '전문성'에 대한 피검사자의 점수가 기업의 기대에 비해 낮아 우려가 있을 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
26,"기업은 '전문성', '성과', '사회공헌'을 중요하게 여기며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '성과'에 대한 관심도 적당합니다. 그러나 '전문성'에 대한 관심이 다소 낮아 우려가 될 수 있습니다. 반면, 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 큽니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
27,"기업은 '전문성', '성과', '사회공헌'에 높은 가치를 두고 있습니다. 피검사자는 '혁신', '사회공헌', '창조'에 중점을 두고 있으며, 특히 '사회공헌'에 대한 관심이 기업과 유사합니다. 그러나 '전문성'에 대한 피검사자의 점수가 기업의 기대에 비해 낮아 우려가 있을 수 있습니다. 반면, 피검사자는 '혁신'과 '창조'에 대한 높은 관심을 통해 기업에 추가적인 가치를 제공할 가능성이 큽니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
28,"기업은 '전문성', '성과', '사회공헌'을 중요하게 여기며, 피검사자는 '창조', '열정', '혁신'에 높은 관심을 보입니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 가능성을 보여줍니다. 그러나 '전문성'에 대한 관심이 낮아 이 부분에서의 적응이 필요할 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
29,"기업은 '전문성', '성과', '사회공헌'을 중요하게 생각하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대해 기업과 유사한 관심을 보이며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 수 있습니다. 그러나 '전문성'에 대한 관심이 기업보다 낮아 이 부분에서 약간의 우려가 있을 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
30,"기업은 '전문성', '성과', '사회공헌'을 중시하며, 피검사자는 '창조', '열정', '혁신'에 높은 가치를 두고 있습니다. 피검사자는 '사회공헌'에 대한 관심이 기업과 유사하며, '혁신'에 대한 높은 관심은 기업에 추가적인 가치를 제공할 가능성을 보여줍니다. 그러나 '전문성'에 대한 피검사자의 낮은 점수는 약간의 우려를 제기할 수 있습니다. 전반적으로 피검사자와 기업간 비전 fit은 보통입니다.",vision
1,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 기대에 부합하는 업무 스타일을 가지고 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
2,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보여 기업의 업무 스타일에 잘 부합합니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서 다소 차이가 있지만, 이는 피검사자의 독창성과 혁신성을 고려할 때 긍정적으로 작용할 수 있습니다. 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
3,"피검사자는 기업의 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보여 기업의 업무 스타일에 잘 부합합니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서 차이가 있지만, 이는 피검사자의 강점으로 보완될 수 있습니다. 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
4,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보여주어 긍정적인 평가를 받을 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서 기업의 기대와 차이가 있어 보완이 필요할 수 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
5,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 기업보다 높은 점수를 기록하여 긍정적인 평가를 받을 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 기업의 기대와 차이가 있어 보완이 필요할 수 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
6,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 업무 스타일에 잘 부합합니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서 다소 차이가 있습니다. 그러나 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
7,"피검사자는 기업의 업무 스타일과 비교하여 스피드형, 유니크형, 혁신형, 도전형, 성취형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 두드러진 강점을 보입니다. 이는 기업의 업무 스타일과 잘 맞아 긍정적인 시너지를 기대할 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 다소 차이가 있지만, 이는 피검사자의 독창적이고 혁신적인 접근 방식으로 보완될 수 있습니다. 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
8,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 기업보다 더 높은 점수를 기록하여 긍정적인 평가를 받을 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대치에 미치지 못하는 점수를 보입니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
9,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 업무 스타일에 잘 부합합니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 다소 차이가 있지만, 이는 피검사자의 독창성과 혁신성을 더욱 돋보이게 합니다. 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
10,"피검사자는 기업의 업무 스타일과 비교하여 스피드형, 유니크형, 혁신형, 도전형, 성취형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 두드러진 강점을 가지고 있습니다. 이는 기업의 창의적이고 혁신적인 업무 환경에 긍정적인 영향을 미칠 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서 기업의 기대치와 차이가 있으나, 피검사자의 강점이 이를 보완할 수 있을 것으로 보입니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
11,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 기대에 부합하는 업무 스타일을 가지고 계십니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
12,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 기업보다 높은 점수를 기록하여 긍정적인 평가를 받을 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 기업의 기대와 차이가 있어 보완이 필요할 수 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
13,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 기대를 초과하는 성향을 가지고 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
14,"피검사자는 기업의 업무 스타일과 비교했을 때, 스피드형, 유니크형, 혁신형, 도전형, 성취형, 열린사고형, 자기확신형에서 높은 점수를 보이며 긍정적인 평가를 받을 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대치에 미치지 못하는 부분이 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
15,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보여 기업의 업무 스타일에 잘 부합합니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 다소 차이가 있지만, 이는 피검사자의 강점으로 보완될 수 있습니다. 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
16,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 기업보다 높은 점수를 기록하여 긍정적인 평가를 받을 수 있습니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
17,"피검사자는 기업의 업무 스타일과 비교했을 때 스피드형, 유니크형, 혁신형, 도전형, 성취형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 뛰어난 성향을 보입니다. 이는 기업의 업무 스타일에 긍정적인 영향을 미칠 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대치와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
18,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 업무 스타일과 잘 맞습니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 다소 차이가 있지만, 이는 피검사자의 강점으로 작용할 수 있습니다. 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
19,"피검사자는 기업의 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 업무 스타일과 잘 맞습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 기업의 기대와 차이가 있습니다. 피검사자와 기업간 업무 성향 fit은 보통입니다.",workstyle
20,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보여 기업의 업무 스타일에 잘 부합합니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 다소 차이가 있지만, 이는 피검사자의 강점으로 보완될 수 있습니다. 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
21,"피검사자는 기업의 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보여 기업의 업무 스타일에 잘 맞습니다. 그러나 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 다소 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
22,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 기업보다 높은 점수를 기록하여 긍정적인 평가를 받을 수 있습니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대치에 미치지 못하는 점수가 나타났습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
23,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 업무 스타일에 잘 부합합니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대와 차이가 있습니다. 그러나 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
24,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 업무 스타일과 잘 맞습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서 다소 차이가 있지만, 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
25,"피검사자는 기업의 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보여 기업의 업무 스타일에 잘 부합합니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
26,"피검사자는 기업의 업무 스타일과 비교했을 때, 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며 긍정적인 평가를 받을 수 있습니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
27,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 기업의 업무 스타일에 잘 부합합니다. 다만, 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 몰입형, 신뢰형에서는 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
28,"피검사자는 기업이 중요하게 생각하는 스피드형, 유니크형, 혁신형, 도전형, 열린사고형, 자기확신형에서 높은 점수를 보이며, 특히 유니크형과 혁신형에서 기업보다 높은 점수를 기록하여 긍정적인 평가를 받을 수 있습니다. 다만 책임형, 끈기형, 긍정형, 스마트형, 윤리형, 솔선수범형, 신뢰형에서 기업의 기대와 차이가 있습니다. 전반적으로 피검사자와 기업간 업무 성향 fit은 높은 편입니다.",workstyle
